Info,Info,Info,Info,Info,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,Expected,Expected,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Team,Player,Nation,Pos,Age,MP,Starts,Min,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Fls,Fld,Off,Crs,OG,Recov,Won,Lost,Won%
Chelsea,Alfie Gilchrist,eng ENG,DF,19,11,2,207.0,0,1,0,1,0,0.3,0.3,0.0,1,7,4,0.43,0.00,0.43,0.43,0.43,0.14,0.00,0.14,0.14,0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3,1,5,1,20.0,2.17,0.43,0.20,1.00,13.5,0,0,0,0.06,+0.7,+0.7,121,141,85.8,1893,468,63,73,86.3,55,61,90.2,3,6,50.0,0,0.0,0.0,0.0,0,5,1,0,7,141,121,19,3,0,0,1,16,0,0,0,0,121,1,0,3,1.31,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,0,4,0,0,2,5,40.0,3,6,3,3,3,7,11,0,177,14,72,57,49,5,177,1,1,100.0,0,0.0,78,263,130,1,1,0,2,2,96,4,19,6.1,2,81,0,9,5,14,2.27,8,6,+2,+0.87,+0.53,6.2,5.4,+0.8,+0.36,-0.08,4,0,0,1,0,9,2,4,33.3
Ipswich Town,Ali Al Hamadi,iq IRQ,FW,21,14,1,293.0,0,3,1,1,0,6.1,4.6,0.5,13,3,34,1.23,0.00,1.23,0.92,0.92,1.89,0.16,2.05,1.40,1.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.3,4,16,7,43.8,4.91,2.15,0.19,0.43,12.4,0,1,2,0.29,-2.1,-1.6,60,91,65.9,782,94,37,51,72.5,17,23,73.9,1,3,33.3,0,0.5,0.3,-0.5,6,1,1,0,3,91,86,4,0,0,1,1,0,1,0,0,0,60,1,5,18,5.53,9,0,4,2,3,0,5,1.54,1,0,1,1,2,0,2,2,2,0,0,1,4,25.0,3,1,0,1,1,3,0,0,140,1,9,52,80,36,138,9,6,66.7,2,22.2,74,578,310,13,3,11,10,11,107,34,21,7.1,1,58,0,13,18,2,1.93,12,5,+7,+2.15,+1.50,11.2,4.9,+6.3,+1.94,+1.45,7,4,0,1,0,8,10,18,35.7
Liverpool,Alisson,br BRA,GK,30,28,28,2520.0,0,0,0,1,0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0.0,28.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,985,1142,86.3,21428,13147,238,239,99.6,597,607,98.4,147,284,51.8,0,0.0,0.0,0.0,1,8,0,0,5,1142,983,154,38,0,5,0,0,0,0,0,0,985,5,3,11,0.39,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4,1196,754,1145,52,0,0,1196,0,0,,0,,850,3713,2361,0,0,0,4,0,764,0,90,73.7,28,90,28,0,,0,2.00,60,30,+30,+1.07,-0.43,62.1,35.4,+26.7,+0.95,-0.58,1,5,0,0,0,36,6,2,75.0
West Ham United,Alphonse Areola,fr FRA,GK,30,31,31,2699.0,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,30.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,562,867,64.8,17799,12917,74,76,97.4,245,246,99.6,241,538,44.8,0,0.0,0.0,0.0,0,8,0,0,1,867,555,307,88,0,2,0,0,0,0,0,0,562,5,0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,16,0,976,835,969,7,0,0,976,1,1,100.0,0,0.0,498,3168,1945,0,1,0,0,0,345,0,87,78.9,31,87,28,0,,2,1.35,49,53,-4,-0.13,+1.11,41.7,54.3,-12.7,-0.42,+0.34,2,3,0,0,1,15,10,1,90.9
Manchester United,Amad Diallo,ci CIV,"FW,MF",21,9,3,390.0,1,1,0,1,0,0.5,0.5,1.1,11,10,31,0.23,0.23,0.46,0.23,0.46,0.12,0.24,0.36,0.12,0.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.3,1,10,4,40.0,2.31,0.92,0.10,0.25,19.3,0,0,0,0.05,+0.5,+0.5,149,170,87.6,1931,279,105,115,91.3,32,37,86.5,4,5,80.0,1,1.1,0.5,-0.1,10,6,3,0,10,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0,10,3,1,6,3,3,7,42.9,4,3,1,2,1,11,6,0,231,8,28,94,110,24,231,23,11,47.8,10,43.5,146,1035,355,11,12,4,7,14,163,31,43,11.4,3,75,0,6,28,8,1.22,10,6,+4,+0.92,+1.07,7.7,7.4,+0.3,+0.07,+0.45,5,4,0,1,0,14,4,6,40.0
Everton,Amadou Onana,be BEL,MF,21,30,23,2091.0,0,2,0,5,0,2.0,2.0,2.7,21,107,39,0.09,0.00,0.09,0.09,0.09,0.09,0.11,0.20,0.09,0.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0,0,0,0.07,0.0,0.0,871,1036,84.1,14568,4039,444,499,89.0,312,357,87.4,85,115,73.9,0,2.7,1.4,-2.7,18,102,14,1,107,1036,1017,10,6,6,14,3,1,0,0,0,0,871,9,10,56,2.41,47,0,1,3,4,1,1,0.04,0,0,0,0,0,1,71,38,32,31,8,21,42,50.0,21,25,6,19,21,92,31,0,1291,61,280,724,297,29,1291,27,12,44.4,8,29.6,657,2985,1376,21,30,5,20,10,839,39,70,61.1,23,83,16,7,27,1,1.10,21,38,-17,-0.73,-1.14,33.3,36.5,-3.1,-0.14,-0.27,37,45,1,3,0,160,52,18,74.3
Fulham,Andreas Pereira,br BRA,MF,27,37,34,2613.0,7,3,0,6,0,4.6,4.6,7.1,56,138,125,0.10,0.24,0.34,0.10,0.34,0.16,0.24,0.40,0.16,0.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.0,3,52,16,30.8,1.79,0.55,0.06,0.19,21.9,7,0,0,0.09,-1.6,-1.6,912,1295,70.4,16256,5305,436,500,87.2,309,400,77.3,133,289,46.0,7,7.1,5.7,-0.1,84,95,34,11,138,1295,1035,255,67,14,11,220,7,148,49,74,1,912,5,44,137,4.72,80,48,3,3,3,0,15,0.52,10,4,1,0,0,0,25,12,4,12,9,11,41,26.8,30,16,2,14,4,29,12,0,1516,20,161,662,703,64,1516,41,19,46.3,22,53.7,829,4460,2016,56,51,13,49,41,1013,125,71,76.4,34,74,5,3,28,1,1.19,39,40,-1,-0.03,+0.52,38.5,42.0,-3.5,-0.12,+0.84,22,27,3,220,0,99,13,36,26.5
Nottingham Forest,Andrew Omobamidele,ie IRL,DF,21,11,8,783.0,0,0,0,2,0,0.1,0.1,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0,1,0,0.0,0.11,0.00,0.00,,5.1,0,0,0,0.14,-0.1,-0.1,271,310,87.4,5197,1449,78,91,85.7,174,189,92.1,16,25,64.0,0,0.1,0.0,-0.1,2,9,0,0,8,310,304,6,5,0,0,0,1,0,0,0,0,271,0,1,6,0.69,5,0,0,1,0,0,1,0.11,0,0,0,1,0,0,10,3,9,1,0,5,8,62.5,3,12,8,4,13,23,42,1,399,76,222,164,14,5,399,0,0,,0,,217,1082,429,1,0,0,3,0,246,0,71,22.9,8,90,8,3,21,8,0.73,12,15,-3,-0.34,+0.17,10.9,11.8,-0.9,-0.11,-0.03,6,3,0,0,1,21,7,10,41.2
Liverpool,Andrew Robertson,sct SCO,DF,29,23,18,1693.0,2,3,0,2,0,1.9,1.9,5.4,63,140,130,0.16,0.11,0.27,0.16,0.27,0.10,0.29,0.39,0.10,0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8,3,12,6,50.0,0.64,0.32,0.25,0.50,12.5,0,0,0,0.16,+1.1,+1.1,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140,1547,1297,240,41,0,7,184,109,90,34,53,0,1248,10,29,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0,1713,67,387,789,548,55,1713,17,5,29.4,12,70.6,979,4623,2638,63,40,6,18,6,1160,130,74,49.5,18,86,14,5,28,0,2.04,43,22,+21,+1.12,-0.13,45.4,23.0,+22.4,+1.19,+0.17,9,5,3,184,0,104,14,12,53.8
Everton,André Gomes,pt POR,"MF,FW",30,12,3,508.0,0,1,0,4,0,0.3,0.3,0.4,8,36,29,0.18,0.00,0.18,0.18,0.18,0.05,0.07,0.13,0.05,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.6,1,8,4,50.0,1.42,0.71,0.13,0.25,22.4,2,0,0,0.04,+0.7,+0.7,223,291,76.6,3909,971,112,132,84.8,80,95,84.2,27,51,52.9,0,0.4,0.5,-0.4,4,24,6,1,36,291,257,32,11,4,3,26,4,10,7,0,0,223,2,7,18,3.18,13,0,1,2,1,1,1,0.18,1,0,0,0,0,0,7,4,2,3,2,3,13,23.1,10,10,1,9,3,10,4,1,352,10,57,179,121,11,352,12,3,25.0,8,66.7,183,868,333,8,7,3,8,6,232,29,42,14.9,3,73,1,9,32,4,0.92,6,7,-1,-0.18,+0.13,6.2,8.2,-2.0,-0.35,-0.38,17,5,0,26,0,34,1,8,11.1
Manchester United,André Onana,cm CMR,GK,27,38,38,3420.0,0,0,0,5,0,0.0,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0,38.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,1105,1521,72.6,27115,18646,279,280,99.6,547,559,97.9,267,661,40.4,0,0.1,0.1,-0.1,3,35,3,0,5,1521,1277,236,74,1,6,0,0,0,0,0,0,1105,8,2,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,11,2,1629,1224,1592,37,0,0,1629,1,1,100.0,0,0.0,1127,5997,3825,1,0,0,1,0,955,0,90,100.0,38,90,38,0,,0,1.58,57,58,-1,-0.03,,56.5,68.9,-12.5,-0.33,,1,4,0,0,0,44,14,2,87.5
West Ham United,Angelo Ogbonna,it ITA,DF,35,11,7,635.0,0,0,0,1,0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0,1,0,0.0,0.14,0.00,0.00,,12.5,0,0,0,0.04,0.0,0.0,171,214,79.9,3291,1109,60,67,89.6,94,104,90.4,14,38,36.8,0,0.0,0.1,0.0,0,6,0,0,4,214,194,20,12,0,2,0,0,0,0,0,0,171,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,5,9,2,0,6,7,85.7,1,13,10,3,3,14,29,0,272,61,184,82,6,4,272,1,1,100.0,0,0.0,137,728,263,2,0,1,0,0,152,0,58,18.6,7,83,5,4,13,27,1.82,12,14,-2,-0.28,+0.10,12.3,15.7,-3.4,-0.48,+0.02,1,3,0,0,0,10,12,7,63.2
Brighton and Hove Albion,Ansu Fati,es ESP,"MF,FW",20,19,3,521.0,0,2,0,2,0,3.4,3.4,0.8,16,28,50,0.35,0.00,0.35,0.35,0.35,0.59,0.14,0.73,0.59,0.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.8,2,26,11,42.3,4.49,1.90,0.08,0.18,14.6,0,0,0,0.13,-1.4,-1.4,178,210,84.8,2332,518,117,124,94.4,41,50,82.0,10,11,90.9,0,0.8,0.6,-0.8,6,14,7,0,28,210,203,4,2,1,1,3,0,0,0,0,0,178,3,10,23,3.96,16,0,1,5,0,1,3,0.52,2,0,0,1,0,0,5,3,1,2,2,1,11,9.1,10,8,0,8,3,8,3,0,300,4,27,141,135,43,300,18,5,27.8,9,50.0,212,1025,451,16,5,9,15,10,238,50,27,15.2,3,50,0,16,23,5,1.26,13,12,+1,+0.17,+0.42,10.2,7.0,+3.2,+0.56,+0.61,6,13,2,3,0,22,1,10,9.1
Nottingham Forest,Anthony Elanga,se SWE,"FW,MF",21,36,25,2433.0,9,5,0,1,0,6.6,6.6,6.7,98,49,196,0.18,0.33,0.52,0.18,0.52,0.24,0.25,0.49,0.24,0.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.0,5,54,22,40.7,2.00,0.81,0.09,0.23,16.2,0,0,0,0.12,-1.6,-1.6,498,712,69.9,6655,1569,313,391,80.1,143,211,67.8,15,28,53.6,9,6.7,4.0,+2.3,32,28,24,5,49,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,33,19,20,6,7,17,36,47.2,19,22,2,20,8,41,20,1,1022,25,181,348,507,122,1022,76,28,36.8,42,55.3,625,4704,2514,98,54,42,67,22,740,196,68,71.1,25,86,15,11,27,0,0.97,40,47,-7,-0.26,+0.74,39.1,39.7,-0.7,-0.02,+0.21,9,26,19,58,0,96,17,37,31.5
Newcastle United,Anthony Gordon,eng ENG,FW,22,35,34,2890.0,10,10,1,12,1,10.2,9.4,8.0,138,101,232,0.34,0.31,0.65,0.31,0.62,0.32,0.25,0.57,0.29,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.1,11,80,29,36.3,2.49,0.90,0.13,0.34,17.3,1,1,1,0.12,+0.8,+0.6,803,1055,76.1,12020,3500,486,559,86.9,214,282,75.9,70,136,51.5,10,8.0,5.6,+2.0,57,54,39,12,101,1055,963,90,14,8,11,111,20,50,18,16,0,803,2,33,143,4.45,86,18,13,11,13,2,29,0.90,13,2,5,4,5,0,55,34,16,28,11,22,64,34.4,42,27,0,27,7,62,7,0,1424,15,158,555,733,147,1423,133,54,40.6,56,42.1,955,7622,3668,138,73,59,70,40,1026,232,83,84.5,34,83,16,1,79,0,1.57,71,48,+23,+0.72,+0.72,62.2,50.4,+11.8,+0.37,-0.11,38,67,8,111,0,125,9,17,34.6
Manchester United,Anthony Martial,fr FRA,FW,27,13,5,448.0,0,1,0,0,0,1.2,1.2,0.2,6,12,36,0.20,0.00,0.20,0.20,0.20,0.25,0.05,0.29,0.25,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,0.20,-0.2,-0.2,109,139,78.4,1267,263,70,80,87.5,25,33,75.8,1,2,50.0,0,0.2,0.2,-0.2,6,6,2,0,12,139,131,6,0,0,0,0,0,0,0,0,0,109,2,3,11,2.21,9,0,0,1,1,0,1,0.20,0,0,0,0,1,0,4,1,1,1,2,1,1,100.0,0,4,0,4,0,4,3,0,178,3,11,81,89,16,178,6,2,33.3,2,33.3,105,444,168,6,6,1,14,10,148,36,34,13.1,5,65,0,8,16,3,1.38,11,6,+5,+1.00,+1.19,7.5,8.0,-0.4,-0.09,+0.27,3,6,3,0,0,9,8,18,30.8
Bournemouth,Antoine Semenyo,gh GHA,FW,23,33,25,2105.0,2,8,0,6,0,4.6,4.6,3.2,89,64,188,0.34,0.09,0.43,0.34,0.43,0.20,0.14,0.34,0.20,0.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.4,8,70,30,42.9,2.99,1.28,0.11,0.27,17.8,0,0,0,0.07,+3.4,+3.4,452,647,69.9,6944,1597,254,324,78.4,160,214,74.8,25,49,51.0,2,3.2,2.3,-1.2,29,28,28,7,64,647,632,11,0,5,3,45,11,0,0,0,0,452,4,26,72,3.08,50,0,11,9,1,1,7,0.30,4,0,0,1,1,1,24,17,7,9,8,9,27,33.3,18,39,2,37,6,30,21,0,1015,31,137,375,526,124,1015,116,50,43.1,55,47.4,611,5156,2477,89,51,42,58,53,691,188,64,61.5,25,76,10,8,25,3,1.39,41,33,+8,+0.34,+1.78,38.4,33.0,+5.3,+0.23,+0.74,43,24,3,45,0,111,52,81,39.1
Fulham,Antonee Robinson,us USA,DF,25,37,37,3265.0,6,0,0,6,0,0.7,0.7,4.2,99,129,194,0.00,0.17,0.17,0.00,0.17,0.02,0.11,0.13,0.02,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.3,0,16,7,43.8,0.44,0.19,0.00,0.00,22.9,0,0,0,0.04,-0.7,-0.7,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,+1.8,33,113,46,26,129,2054,1736,314,25,1,11,132,289,0,0,0,0,1514,4,68,69,1.90,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3,2536,165,930,977,660,63,2536,81,37,45.7,35,43.2,1267,7547,4004,99,70,9,47,16,1376,194,88,95.5,37,88,32,0,,0,1.19,52,60,-8,-0.22,-1.38,48.0,61.0,-13.0,-0.36,-0.87,34,20,3,132,2,227,42,27,60.9
Manchester United,Antony,br BRA,FW,23,29,15,1324.0,1,1,0,5,0,3.4,3.4,2.8,53,64,149,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,1,43,15,34.9,2.92,1.02,0.02,0.07,18.9,0,0,0,0.08,-2.4,-2.4,468,595,78.7,6175,1608,295,348,84.8,130,153,85.0,16,30,53.3,1,2.8,1.9,-1.8,22,26,29,3,64,595,570,22,7,3,1,16,15,0,0,0,0,468,3,23,55,3.74,45,1,2,0,4,3,3,0.20,1,0,0,0,0,2,40,21,15,19,6,20,40,50.0,20,29,1,28,12,52,9,0,815,17,106,304,428,58,815,71,26,36.6,33,46.5,549,3723,1953,53,37,23,26,19,571,149,46,38.7,15,73,3,14,16,4,1.41,20,26,-6,-0.41,-0.62,25.5,25.4,+0.1,+0.01,+0.55,19,32,2,16,0,96,2,21,8.7
Chelsea,Armando Broja,al ALB,FW,21,13,6,454.0,0,1,0,0,0,2.4,2.4,0.2,11,6,37,0.20,0.00,0.20,0.20,0.20,0.47,0.03,0.50,0.47,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0,1,13,2,15.4,2.58,0.40,0.08,0.50,11.1,0,0,0,0.18,-1.4,-1.4,83,94,88.3,932,91,60,64,93.8,15,18,83.3,1,2,50.0,0,0.2,0.3,-0.2,3,2,2,0,6,94,87,7,1,0,0,1,0,0,0,0,0,83,0,0,8,1.59,5,0,1,0,2,0,1,0.20,0,0,0,0,1,0,3,0,0,1,2,1,2,50.0,1,5,1,4,0,3,3,0,167,3,9,56,106,35,167,31,13,41.9,16,51.6,117,695,286,11,4,8,17,14,131,37,35,13.3,6,60,0,7,14,1,1.69,8,5,+3,+0.59,+0.26,10.5,5.7,+4.9,+0.97,+0.61,4,8,6,1,0,13,4,14,22.2
Everton,Arnaut Danjuma,nl NED,"MF,FW",26,14,5,595.0,0,1,0,0,0,2.6,2.6,1.1,24,9,44,0.15,0.00,0.15,0.15,0.15,0.40,0.17,0.57,0.40,0.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,0.10,-1.6,-1.6,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,152,147,5,0,1,1,10,2,1,1,0,0,102,0,8,18,2.72,9,0,1,5,2,1,1,0.15,0,0,0,1,0,0,6,4,2,3,1,1,4,25.0,3,4,0,4,3,9,0,0,223,4,23,77,127,32,223,21,8,38.1,11,52.4,147,1182,599,24,15,11,10,7,147,44,43,17.4,5,84,2,9,19,14,0.43,3,10,-7,-1.06,-0.93,8.6,9.8,-1.2,-0.18,-0.18,7,5,3,10,0,25,3,5,37.5
Everton,Ashley Young,eng ENG,"DF,MF",38,31,27,2280.0,0,0,0,7,1,0.6,0.6,1.5,40,82,61,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.3,0,13,2,15.4,0.51,0.08,0.00,0.00,21.9,3,0,0,0.05,-0.6,-0.6,723,1052,68.7,12752,5653,339,386,87.8,290,384,75.5,83,219,37.9,0,1.5,1.4,-1.5,21,62,22,11,82,1052,831,212,25,2,1,100,168,19,10,7,1,723,9,29,58,2.29,38,10,1,4,3,2,1,0.04,0,0,0,0,1,0,53,38,28,19,6,30,54,55.6,24,24,6,18,22,75,50,3,1284,77,378,554,365,20,1284,27,12,44.4,12,44.4,609,2909,1490,40,24,5,16,13,653,61,74,66.7,27,81,14,4,21,1,1.32,28,32,-4,-0.16,+0.39,36.5,33.1,+3.3,+0.13,+0.49,33,24,1,100,1,120,19,32,37.3
Chelsea,Axel Disasi,fr FRA,DF,25,31,29,2579.0,0,2,0,6,0,2.4,2.4,0.3,30,112,21,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.7,2,16,4,25.0,0.56,0.14,0.13,0.50,10.3,0,0,0,0.15,-0.4,-0.4,2031,2256,90.0,34081,11464,877,913,96.1,1050,1124,93.4,86,168,51.2,0,0.3,1.0,-0.3,3,115,8,1,112,2256,2153,98,49,3,11,10,43,0,0,0,0,2031,5,19,13,0.45,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,33,19,20,10,3,23,30,76.7,7,26,19,7,18,51,102,2,2496,291,1193,1140,175,24,2496,22,12,54.5,5,22.7,1613,7182,4223,30,20,3,16,12,1892,21,83,75.4,29,89,27,2,5,4,1.52,50,50,0,0.00,-1.50,56.1,43.1,+12.9,+0.45,+0.08,17,17,4,10,1,150,72,31,69.9
Ipswich Town,Axel Tuanzebe,cd COD,DF,25,18,16,1376.0,1,0,0,4,0,0.2,0.2,0.4,11,64,11,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.04,0.01,0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,0,6,1,16.7,0.39,0.07,0.00,0.00,16.3,0,0,0,0.03,-0.2,-0.2,851,991,85.9,14822,5612,372,406,91.6,419,477,87.8,50,81,61.7,1,0.4,0.8,+0.6,5,64,4,0,64,991,851,138,25,1,1,6,113,0,0,0,0,851,2,12,23,1.50,20,2,1,0,0,0,4,0.26,2,1,1,0,0,0,26,20,13,8,5,17,20,85.0,3,15,5,10,24,50,43,0,1139,73,482,529,141,14,1139,17,10,58.8,7,41.2,615,2908,1544,11,10,1,11,9,682,11,76,33.2,16,85,11,2,9,14,2.22,30,19,+11,+0.72,-0.06,21.6,15.4,+6.2,+0.40,-0.29,19,14,0,6,0,92,26,22,54.2
